Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,OeFG%,OTOV%,ORB%,OFT/FGA,DeFG%,DTOV%,DRB%,DFT/FGA,Arena,Attend.,Attend./G,W-L O/U,wpct,vegas_odds,year,predict
29.0,New Orleans Hornets,27.5,18.0,64.0,21,61,-7.07,0.78,-6.3,99.7,107.7,-8.0,87.6,0.27899999999999997,0.201,0.493,0.446,14.2,29.1,0.214,0.491,13.9,70.7,0.261,New Orleans Arena,583070.0,14221.0,30.5,0.21951219512195122,0.3719512195121951,2005,0.234846002102852
30.0,Atlanta Hawks,26.0,13.0,69.0,16,66,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,0.46399999999999997,14.9,30.7,0.212,0.513,14.0,72.1,0.289,Philips Arena,586390.0,14302.0,27.5,0.15853658536585366,0.3353658536585366,2005,0.19463418146687272
1.0,San Antonio Spurs,29.8,63.0,19.0,61,21,6.82,-0.13,6.69,107.3,99.6,7.7,88.5,0.298,0.215,0.546,0.513,13.6,26.0,0.209,0.457,13.5,74.2,0.22,SBC Center,770677.0,18797.0,58.5,0.7682926829268293,0.7134146341463414,2006,0.7442700258089612
2.0,Detroit Pistons,28.5,64.0,18.0,60,22,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.49700000000000005,11.2,28.9,0.21600000000000003,0.47700000000000004,13.7,71.2,0.191,The Palace of Auburn Hills,905116.0,22076.0,51.5,0.7804878048780488,0.6280487804878049,2006,0.737419216942486
3.0,Dallas Mavericks,27.5,60.0,22.0,58,24,6.07,-0.11,5.96,111.8,105.0,6.8,87.8,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,American Airlines Center,824693.0,20114.0,52.5,0.7317073170731707,0.6402439024390244,2006,0.7011833419188924
4.0,Phoenix Suns,27.5,54.0,28.0,55,27,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.20600000000000002,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,730179.0,17809.0,43.5,0.6585365853658537,0.5304878048780488,2006,0.6565422896326976
5.0,Memphis Grizzlies,28.1,49.0,33.0,52,30,3.7,0.05,3.74,105.9,101.6,4.3,86.3,0.33899999999999997,0.258,0.537,0.496,13.9,25.8,0.24100000000000002,0.469,14.7,72.0,0.237,FedEx Forum,647533.0,15793.0,42.5,0.5975609756097561,0.5182926829268293,2006,0.6282164942429169
6.0,Miami Heat,29.2,52.0,30.0,52,30,3.87,-0.27,3.59,108.7,104.5,4.2,91.6,0.363,0.22699999999999998,0.556,0.517,13.9,26.7,0.254,0.47700000000000004,12.4,76.4,0.251,AmericanAirlines Arena,818149.0,19955.0,58.0,0.6341463414634146,0.7073170731707317,2006,0.6621207417301442
7.0,Los Angeles Lakers,25.1,45.0,37.0,48,34,2.5,0.03,2.53,108.4,105.7,2.7,90.9,0.32899999999999996,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,STAPLES Center,774189.0,18883.0,41.5,0.5487804878048781,0.5060975609756098,2006,0.5910326004285991
8.0,Cleveland Cavaliers,27.1,50.0,32.0,48,34,2.23,-0.06,2.17,107.8,105.4,2.4,89.8,0.36200000000000004,0.228,0.5379999999999999,0.49200000000000005,13.3,28.4,0.263,0.49,12.8,75.7,0.226,Gund Arena,792391.0,19327.0,49.5,0.6097560975609756,0.6036585365853658,2006,0.5795832186611345
9.0,Indiana Pacers,27.3,41.0,41.0,47,35,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.5329999999999999,0.48700000000000004,14.8,27.1,0.254,0.46399999999999997,13.0,72.6,0.23199999999999998,Conseco Fieldhouse,663368.0,16180.0,52.5,0.5,0.6402439024390244,2006,0.5485600065219933
10.0,Washington Wizards,26.5,42.0,40.0,46,36,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.5379999999999999,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,705062.0,17197.0,40.0,0.5121951219512195,0.4878048780487805,2006,0.5369147241695669
11.0,Sacramento Kings,27.2,44.0,38.0,45,37,1.54,0.07,1.61,106.7,105.0,1.7,91.9,0.33399999999999996,0.217,0.544,0.49200000000000005,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),709997.0,17317.0,49.5,0.5365853658536586,0.6036585365853658,2006,0.5301990255971076
12.0,Los Angeles Clippers,26.8,47.0,35.0,46,36,1.57,0.18,1.75,105.3,103.6,1.7,91.7,0.332,0.131,0.54,0.48700000000000004,13.8,25.4,0.263,0.47100000000000003,12.2,75.9,0.24,STAPLES Center,712409.0,17376.0,38.5,0.573170731707317,0.4695121951219512,2006,0.5464717651114004
13.0,New Jersey Nets,28.6,49.0,33.0,45,37,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.34600000000000003,0.22899999999999998,0.528,0.478,13.3,24.0,0.262,0.47600000000000003,14.0,76.3,0.266,Continental Airlines Arena,691543.0,16867.0,47.0,0.5975609756097561,0.573170731707317,2006,0.5294184854118638
14.0,Chicago Bulls,24.1,41.0,41.0,43,39,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.21899999999999997,0.527,0.48700000000000004,13.9,26.3,0.21600000000000003,0.46399999999999997,13.9,74.7,0.295,United Center,868720.0,21188.0,43.0,0.5,0.524390243902439,2006,0.5340646564913427
15.0,Denver Nuggets,27.4,44.0,38.0,42,40,0.23,0.13,0.36,105.5,105.2,0.3,93.9,0.34700000000000003,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72.0,0.22699999999999998,Pepsi Center,702555.0,17135.0,50.5,0.5365853658536586,0.6158536585365854,2006,0.5304761491391294
16.0,Milwaukee Bucks,25.5,40.0,42.0,38,44,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,0.49200000000000005,13.8,27.3,0.23800000000000002,0.504,13.8,74.6,0.262,Bradley Center,681337.0,16618.0,35.5,0.4878048780487805,0.4329268292682927,2006,0.4410794556274057
17.0,Orlando Magic,25.5,36.0,46.0,38,44,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.369,0.129,0.5429999999999999,0.496,14.7,28.5,0.27,0.49,13.0,72.5,0.264,TD Waterhouse Centre,638005.0,15561.0,34.5,0.43902439024390244,0.42073170731707316,2006,0.4750757004958668
18.0,Golden State Warriors,25.6,34.0,48.0,37,45,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.32299999999999995,0.27,0.521,0.479,13.0,26.9,0.23199999999999998,0.49200000000000005,14.1,71.6,0.243,Oakland Arena,749185.0,18273.0,41.5,0.4146341463414634,0.5060975609756098,2006,0.4588114489866948
19.0,Houston Rockets,28.8,34.0,48.0,36,46,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.317,0.226,0.519,0.47100000000000003,14.3,25.5,0.24,0.47200000000000003,13.1,74.6,0.247,Toyota Center,636110.0,15515.0,53.0,0.4146341463414634,0.6463414634146342,2006,0.4367585535020335
20.0,Boston Celtics,25.3,33.0,49.0,37,45,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.349,0.204,0.551,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,TD Banknorth Garden,692873.0,16899.0,40.5,0.4024390243902439,0.49390243902439024,2006,0.4332684240717932
21.0,Minnesota Timberwolves,26.7,33.0,49.0,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.23600000000000002,Target Center,662167.0,16150.0,44.0,0.4024390243902439,0.5365853658536586,2006,0.4362767724147665
22.0,Philadelphia 76ers,26.5,38.0,44.0,35,47,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.35600000000000004,0.158,0.5379999999999999,0.48700000000000004,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,677278.0,16519.0,42.5,0.4634146341463415,0.5182926829268293,2006,0.47107801865878685
23.0,Utah Jazz,25.6,41.0,41.0,33,49,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.397,0.149,0.519,0.467,15.0,32.4,0.28600000000000003,0.49,14.0,73.2,0.303,Delta Center,751621.0,18332.0,34.0,0.5,0.4146341463414634,2006,0.40241733946085834
24.0,New Orleans/Oklahoma City Hornets,26.3,38.0,44.0,33,49,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.33899999999999997,0.138,0.515,0.46399999999999997,12.9,26.9,0.257,0.502,14.3,73.4,0.243,Ford Center,744920.0,18717.0,21.5,0.4634146341463415,0.2621951219512195,2006,0.4005378778070493
25.0,Toronto Raptors,25.9,27.0,55.0,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.5479999999999999,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,Air Canada Centre,699332.0,17057.0,28.5,0.32926829268292684,0.3475609756097561,2006,0.37936773918371036
26.0,Seattle SuperSonics,25.6,35.0,47.0,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.314,0.243,0.551,0.504,13.7,30.4,0.24600000000000002,0.527,13.6,69.0,0.26,KeyArena at Seattle Center,664157.0,16199.0,43.0,0.4268292682926829,0.524390243902439,2006,0.37616074202312144
27.0,Charlotte Bobcats,25.2,26.0,56.0,30,52,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.319,0.184,0.509,0.46399999999999997,13.0,27.1,0.233,0.514,16.5,70.7,0.263,Charlotte Bobcats Arena,671011.0,16366.0,21.0,0.3170731707317073,0.25609756097560976,2006,0.3508432622612102
28.0,Atlanta Hawks,22.7,26.0,56.0,28,54,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.17800000000000002,0.534,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,Philips Arena,617817.0,15069.0,21.5,0.3170731707317073,0.2621951219512195,2006,0.34414335276272445
29.0,New York Knicks,25.6,23.0,59.0,24,58,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.41700000000000004,0.142,0.534,0.48100000000000004,16.5,31.2,0.303,0.511,13.4,72.8,0.294,Madison Square Garden (IV),776176.0,18931.0,41.5,0.2804878048780488,0.5060975609756098,2006,0.2843426988156148
30.0,Portland Trail Blazers,24.6,21.0,61.0,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,Rose Garden Arena,617019.0,15049.0,28.5,0.25609756097560976,0.3475609756097561,2006,0.19603436346008074
1.0,San Antonio Spurs,30.4,58.0,24.0,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.47100000000000003,14.0,75.7,0.201,AT&T Center,764823.0,18654.0,56.0,0.7073170731707317,0.6829268292682927,2007,0.7718080759001018
2.0,Dallas Mavericks,28.1,67.0,15.0,61,21,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.5589999999999999,0.509,13.4,28.7,0.256,0.47700000000000004,14.2,75.0,0.265,American Airlines Center,834411.0,20351.0,56.0,0.8170731707317073,0.6829268292682927,2007,0.7138985009033654
3.0,Phoenix Suns,27.6,61.0,21.0,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.49200000000000005,13.6,71.9,0.20600000000000002,US Airways Center,755302.0,18422.0,55.0,0.7439024390243902,0.6707317073170732,2007,0.7188708489757811
4.0,Chicago Bulls,26.0,49.0,33.0,55,27,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.18600000000000003,0.534,0.493,14.7,28.6,0.22899999999999998,0.473,16.2,74.3,0.252,United Center,912364.0,22253.0,48.0,0.5975609756097561,0.5853658536585366,2007,0.6523155778509211
5.0,Houston Rockets,28.2,52.0,30.0,55,27,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77.0,0.23,Toyota Center,678362.0,16545.0,45.5,0.6341463414634146,0.5548780487804879,2007,0.6703142016519918
6.0,Detroit Pistons,29.0,53.0,29.0,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12.0,28.3,0.237,0.47700000000000004,14.3,70.9,0.23399999999999999,The Palace of Auburn Hills,905116.0,22076.0,51.5,0.6463414634146342,0.6280487804878049,2007,0.6469629360215257
7.0,Cleveland Cavaliers,26.9,50.0,32.0,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.21100000000000002,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,Quicken Loans Arena,837883.0,20436.0,48.0,0.6097560975609756,0.5853658536585366,2007,0.6175871377050872
8.0,Utah Jazz,25.9,51.0,31.0,49,33,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.28300000000000003,0.496,14.4,75.1,0.314,EnergySolutions Arena,802214.0,19566.0,39.0,0.6219512195121951,0.47560975609756095,2007,0.5698121393424527
9.0,Denver Nuggets,26.5,45.0,37.0,45,37,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.5479999999999999,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,Pepsi Center,706437.0,17230.0,41.5,0.5487804878048781,0.5060975609756098,2007,0.5746498015271786
10.0,Toronto Raptors,26.0,47.0,35.0,44,38,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.22399999999999998,0.55,0.504,13.0,22.2,0.239,0.503,14.3,74.5,0.21899999999999997,Air Canada Centre,748603.0,18259.0,32.5,0.573170731707317,0.39634146341463417,2007,0.5297682195742934
11.0,Orlando Magic,25.6,40.0,42.0,43,39,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.39299999999999996,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.28600000000000003,Amway Arena,700887.0,17095.0,37.0,0.4878048780487805,0.45121951219512196,2007,0.5337497809383738
12.0,Los Angeles Lakers,25.3,42.0,40.0,41,41,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.33299999999999996,0.259,0.5539999999999999,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,STAPLES Center,778415.0,18986.0,42.5,0.5121951219512195,0.5182926829268293,2007,0.48102907558461183
13.0,Golden State Warriors,24.6,42.0,40.0,40,42,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.27899999999999997,0.5479999999999999,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,Oracle Arena,742267.0,18104.0,35.0,0.5121951219512195,0.4268292682926829,2007,0.49118069157233557
14.0,Washington Wizards,26.8,41.0,41.0,40,42,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.35600000000000004,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71.0,0.249,Verizon Center,753283.0,18373.0,39.0,0.5,0.47560975609756095,2007,0.4698328488244008
15.0,Los Angeles Clippers,27.5,40.0,42.0,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.14300000000000002,0.537,0.48100000000000004,14.5,27.2,0.28,0.488,13.3,74.7,0.249,STAPLES Center,755261.0,18421.0,47.0,0.4878048780487805,0.573170731707317,2007,0.4679734430558333
16.0,New Jersey Nets,28.2,41.0,41.0,39,43,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.33799999999999997,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,693955.0,16926.0,46.5,0.5,0.5670731707317073,2007,0.5022493760440523
17.0,Miami Heat,29.3,44.0,38.0,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.23199999999999998,AmericanAirlines Arena,808541.0,19721.0,51.5,0.5365853658536586,0.6280487804878049,2007,0.5379107474404698
18.0,New Orleans/Oklahoma City Hornets,26.4,39.0,43.0,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.29100000000000004,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,Ford Center,731165.0,17954.0,40.5,0.47560975609756095,0.49390243902439024,2007,0.4461764537967774
19.0,Sacramento Kings,27.3,33.0,49.0,36,46,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.23199999999999998,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,ARCO Arena (II),709997.0,17317.0,44.0,0.4024390243902439,0.5365853658536586,2007,0.4404556327793496
20.0,Indiana Pacers,27.2,35.0,47.0,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.24600000000000002,0.491,14.8,72.7,0.271,Conseco Fieldhouse,629750.0,15360.0,44.5,0.4268292682926829,0.5426829268292683,2007,0.3889442806429515
21.0,Seattle SuperSonics,25.9,31.0,51.0,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.28800000000000003,0.21899999999999997,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,KeyArena at Seattle Center,654163.0,15955.0,35.5,0.3780487804878049,0.4329268292682927,2007,0.37682474028776525
22.0,New York Knicks,25.4,33.0,49.0,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.21600000000000003,0.539,0.494,15.9,31.0,0.27,0.504,13.0,74.0,0.24600000000000002,Madison Square Garden (IV),770617.0,18796.0,30.5,0.4024390243902439,0.3719512195121951,2007,0.4164029906573232
23.0,Philadelphia 76ers,26.2,35.0,47.0,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.33299999999999996,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,Wachovia Center,608603.0,14844.0,35.5,0.4268292682926829,0.4329268292682927,2007,0.4115111914834946
